Entity,Year,rice_production,tomatoes_production ,tea_production,potatoes_production,cocoa_beans_production,meat_chicken_production,bananas_production
Angola,2013,37608,460.05,6800,670136,66,29880,18636524
Angola,2014,42288,466.87,6700,671468,75,35036.12,18528780
Angola,2015,45322,487.07,6700,668566,71.84,39528.52,17971058
Angola,2016,24576,425.86,6000,670456,85,39517.77,19372810
Angola,2017,9426,178.73,6100,461186,244,40460.72,20730288
Angola,2018,9699,212.38,4810,458217,110,41362.54,22196476
Angola,2019,10102,122.08,4481,455249,110,49091.99,24090636
Angola,2020,10567,34.7,4748,480560,112,52309.13,25684160
Angola,2021,10514,71.45,4955,485371,174,39950.63,26414704
Antigua and Barbuda,1966,149000,294300,4840,2071700,30,60,25152720
Antigua and Barbuda,1967,182300,300100,3380,1184400,20,79.2,28789678
Antigua and Barbuda,1968,178200,261500,2030,1453400,80,81,31036370
Antigua and Barbuda,1969,190000,392000,3100,1492400,20,82.8,34261576
Antigua and Barbuda,1970,267600,303800,3100,2489000,70,81.6,33015560
Antigua and Barbuda,1971,165300,303800,3114,1484300,15,82.8,34161190
Antigua and Barbuda,1972,217000,333600,47232,1797200,10,84,33986068
Antigua and Barbuda,1973,282900,314800,51383,1966550,0,86.4,34917260
Antigua and Barbuda,1974,345000,352100,52854,2339940,0,90,38536400
Antigua and Barbuda,1975,407000,357600,57263,2336400,0,96,42417350
Antigua and Barbuda,1976,288000,409900,61401,1958400,0,97.2,45411690
Antigua and Barbuda,1977,294000,486800,77622,1339800,0,100.8,50618440
Antigua and Barbuda,1978,260000,491500,78361,1534600,0,104.4,54285500
Antigua and Barbuda,1979,316000,645500,89665,2172600,200,108,56310300
Antigua and Barbuda,1980,351000,610200,103526,1349200,100,109.2,60166676
Antigua and Barbuda,1981,309000,485400,112269,1526300,100,111.6,60064020
Antigua and Barbuda,1982,320000,532500,109327,1769200,100,132,59115264
Antigua and Barbuda,1983,310000,574000,140682,1593000,100,120,60426390
Antigua and Barbuda,1984,312000,552000,146596,1694000,100,120,60461770
Antigua and Barbuda,1985,266000,546000,143170,1568000,100,120,61601292
Antigua and Barbuda,1986,286300,372000,143604,2247100,100,122.4,59508652
Antigua and Barbuda,1987,437200,572700,149496,1816960,100,132,61891336
Antigua and Barbuda,1988,337100,610900,186752,1993200,100,138,62817020
Antigua and Barbuda,1989,480400,560600,192195,2105700,100,129.6,62899164
Antigua and Barbuda,1990,400000,751300,192790,2243300,100,156,66067410
Antigua and Barbuda,1991,438600,824400,180261,2057600,100,168,68035544
Antigua and Barbuda,1992,371000,698500,187449,2103500,0,168,6378810
Antigua and Barbuda,1993,383400,653500,201493,2859100,0,168,6591393
Antigua and Barbuda,1994,490000,681500,211561,2158000,0,168,6997077
Antigua and Barbuda,1995,428100,704000,219462,1598170,0,180,7331837
Antigua and Barbuda,1996,347600,716000,253849,1749887,0,192,8676817
Antigua and Barbuda,1997,732700,720000,243725,1628520,0,204,9075224
Antigua and Barbuda,1998,608300,700000,251084,2104971,0,210,8890339
Antigua and Barbuda,1999,607600,790000,266265,2422657,0,210,8754197
Antigua and Barbuda,2000,926200,920000,289464,2427742,0,216,9085743
Antigua and Barbuda,2001,986000,662000,306278,2275035,0,216,9631490
Antigua and Barbuda,2002,1205140,710570,178641,3011328,0,240,10156070
Antigua and Barbuda,2003,1011135,647169,171411,3412395,1100,240,9855040
Antigua and Barbuda,2004,1658200,720000,186393,2700000,1100,264,10139949
Antigua and Barbuda,2005,903630,693393,193803,2220529,1100,264,10522249
Antigua and Barbuda,2006,873183,648413,198971,2497156,1100,288,10905928
Antigua and Barbuda,2007,709295,667753,210880,2262120,1100,288,10802728
Antigua and Barbuda,2008,717630,670000,222767,2094520,1000,312,12400326
Antigua and Barbuda,2009,1060083,722441.9,227630,2021020,1200,312,13088225
Antigua and Barbuda,2010,956253,736534.2,238202,1788677,1300,336,13828393
Antigua and Barbuda,2011,1193492,751066.7,255142,1943632,1300,336,14649095
Antigua and Barbuda,2012,1080070,766070.06,273365,1950000,1300,360,14985524
Antigua and Barbuda,2013,1245800,781543,291546,1900000,1750,360,14819712
Antigua and Barbuda,2014,1334155,797472.1,311988,1950000,2485,240,14518535
Antigua and Barbuda,2015,1243259,805344.1,317643,2011097.4,1370,180,15752882
Antigua and Barbuda,2016,1748075,879227.3,342740,2058375.5,2354,96,16134983
Antigua and Barbuda,2017,1567971,903082.56,358555,2149333,2735,80.4,17969020
Antigua and Barbuda,2018,1563450,925947.1,380904,2211554,2995,42,18647524
Antigua and Barbuda,2019,1581810,949246.44,398792,2264804,3110,15.14,18538280
Antigua and Barbuda,2020,1558100,973450.2,402355,2329939,2165,38.6,17979558
Antigua and Barbuda,2021,1404980,998555,430979,2430866,2020,25.6,19381110
Argentina,1961,1328340,1028879.6,470723,2459310.2,2260,23.48,20740288
Argentina,1962,1367968,1057086.1,519751,2506597.5,2235,20.58,22202476
Argentina,1963,1189866,1100000,527858,2600000,2342,17.96,24095636
Argentina,1964,1222910,1150000,531215,2884000,2250,15.6,25691660
Argentina,1965,1453187,1146373.1,551440,2954797.8,2747,33.6,26425204
Argentina,1966,0,220000,578458,322427,3020,36241,25162720
Argentina,1967,0,199000,631378,414000,3520,43474,28799178
Argentina,1968,0,195000,659273,417200,3640,53928,31049370
Argentina,1969,0,203000,647906,427700,3490,76194,34275070
Argentina,1970,0,180361,652523,423163,3580,118194,33024060
Argentina,1971,0,141240,39592,359800,3591,109450,34170990
Argentina,1972,0,145000,43831,440000,3616,117040,33996570
Argentina,1973,0,154839,47922,414123,3545,128260,34927460
Argentina,1974,0,143667,47457,290260,3710,135850,38543580
Argentina,1975,0,158277,48265,363834,3765,176660,42424440
Argentina,1976,0,170008,58359,374263,3850,201300,45418690
Argentina,1977,0,225573,57477,507518,3860,194150,50625540
Argentina,1978,0,229478,56105,576427,4000,196240,54291150
Argentina,1979,0,234948,59927,564211,4000,270060,56317000
Argentina,1980,0,319285,66812,539477,4200,266530,60172690
Argentina,1981,0,321472,68649,583934,4300,253500,60070024
Argentina,1982,0,293784,71320,648562,4320,248000,59121268
Argentina,1983,0,278582,74823,593551,4325,255000,60432140
Argentina,1984,0,251916,80826,481956,4201,280000,60467772
Argentina,1985,0,275470,86314,557322,4268,280650,61606750
Argentina,1986,0,265174,91949,647201,4358,277500,59516180
Argentina,1987,0,275665,106355,660511,4474,309000,61897180
Argentina,1988,0,298831,111230,696147,4699,320400,62822812
Argentina,1989,0,320183,117600,607719,4745,311000,62904504
Argentina,1990,0,298140,129850,606314,4510,319500,66073056
Argentina,1991,0,234228,136500,547420,4449.75,330000,68041170
Argentina,1992,198778130,138124,140400,415050,4579.77,386250,123863
Argentina,1993,207411000,158784,145500,404057,4762.68,344569,123863
Argentina,1994,227561300,183656.9,151200,437226,7325.04,301668,122745
Argentina,1995,242167410,200248.7,152400,464333.66,5971,321713,135226
Argentina,1996,232172850,7594848,146000,23276046,6065,373549,127719
Argentina,1997,240229330,7682720,156000,23812344,6143,448259,119241
Argentina,1998,253587230,7424088,122500,22872212,5518,663135,124479
Argentina,1999,263978540,7205064,131000,24829658,5845.99,706384,130688
Argentina,2000,270809280,7471907,135700,28188572,5835,773735,125481
Argentina,2001,290101280,7528883,40,30172576,5875,749452,131069
Argentina,2002,292171650,7791467,40,29970402,5883.99,782391,132585
Argentina,2003,281748480,8050679,40,31210168,155901,889597,127834
Argentina,2004,307598940,8570201,45,33067488,140363,940390,104600
Argentina,2005,302816350,8402583,50,34500668,143495,957790,105797
Argentina,2006,324808060,9103258,50,35928370,153685,950652,99887
Argentina,2007,315327330,8989237,50,37698850,160823,699440,103233
Argentina,2008,337703840,9320888,100,40900760,172900,738212,115062
Argentina,2009,353101020,9785487,200,39885800,194692,866000,97808
Argentina,2010,341465600,10707680,300,40619024,149338,1010000,113132
Argentina,2011,360104900,11275173,400,41197052,211162,1159000,125123
Argentina,2012,372523780,11603283,600,44983976,197061,1244000,124341
Argentina,2013,383409900,13187115,975,47944052,218701,1400000,129582
Argentina,2014,414839200,13451534,1200,47729656,221469,1501000,140481
Argentina,2015,427797340,14576913,1012,47227710,195916,1598000,146423
Argentina,2016,429945180,15208058,1400,47207640,242400,1779000,144774
Argentina,2017,429490530,15888548,1306,49417532,281887,1903000,132751
Argentina,2018,421334180,16732406,1700,51451428,231796,1921000,157720
Argentina,2019,444019040,17313734,1456,54630940,249755,1934000,160137
Argentina,2020,469268200,18918956,1457,54780204,284490,2093000,195762
Argentina,2021,477693380,18967824,1653,52048230,336326,2055000,180290
Armenia,1992,475415230,19384866,1653,56134440,319141,2116000,165057
Armenia,1993,482738720,20899218,520,61395160,335625,2068494,176906
Armenia,1994,485453900,23514460,552,62289550,351149,2203410.8,213908
Armenia,1995,491362460,24655000,857,63996028,380256,2219238.2,219222
Armenia,1996,499217730,24794506,725,63346290,329903,2294101.5,208102
Armenia,1997,521318460,28580348,1308,78797016,430789,9600,220047
Armenia,1998,527834530,30397760,900,87413620,459477,3200,199581
Armenia,1999,531778620,32523638,990,84310776,328740,3300,222957
Armenia,2000,555139100,35737130,2428,87013110,374491,6800,225167
Armenia,2001,545228860,39970000,20,96289030,392184,4200,256867
Armenia,2002,546882100,40309830,15,106202990,256246,4000,358388
Armenia,2003,517314600,42957336,27,108406150,320967,4100,313314
Armenia,2004,532969900,49081492,38,108390670,328518,4300,264772
Armenia,2005,547517200,51385444,59,121374830,340885,3200,257237
Armenia,2006,574029700,52008524,81,117774990,330577,3608,265570
Armenia,2007,580605600,57705320,115,126934424,296705,4404,187384
Armenia,2008,596033300,59850576,162,125411810,256777,5010,213193
Armenia,2009,621194940,62093470,209,135370900,277966,4275,207061
Armenia,2010,614976830,65998944,256,136429630,280801,4600,270393
Armenia,2011,627452800,68208080,303,129630904,205003,5100,302173
Armenia,2012,650476600,72956184,350,129422490,196788,5800,202751
Armenia,2013,657198800,77516100,380,142193220,185662,6700,285535
Armenia,2014,661821000,84922776,397,142343000,174796,5000,330340
Armenia,2015,658137000,87112400,450,153914510,170004,5400,254474
Armenia,2016,659920500,94784904,500,167439460,196005,5700,252024
Armenia,2017,659753660,95748904,39720,170213310,208620,8300,354241
Armenia,2018,673591500,98927410,44081,175987780,212270,8200,412972.38
Armenia,2019,681251460,101672600,48222,175076130,201651,8800,373931
Armenia,2020,678217100,102721210,47757,177461620,202030,9500,310160
Armenia,2021,690560200,107023300,48565,174471740,218487,9700,372432.66
Asia,1961,708148400,109817470,58709,182561260,235389,10600,346035.25
Asia,1962,198778130,110230904,57877,187724510,248524,12300,0
Asia,1963,207411000,111772100,56605,187704930,253211,12400,0
Asia,1964,227561300,115508620,60327,189168030,256186,12300,0
Asia,1965,242167410,119189460,67112,197447460,273793,8268.06,0
Asia,1966,232172850,7604094,68949,23357326,278299,1209487.5,3500
Asia,1967,240229330,7692880,71720,23929184,213871,1278454.9,3800
Asia,1968,253587230,7441228,75123,22978892,235809,1364670.4,4100
Asia,1969,263978540,7220304,81126,24961738,239318,1413994.9,4300
Asia,1970,270809280,7488163,86574,28327560,259451,1516202.2,4500
Asia,1971,290101280,7547171,92191,30304656,269731,1617475.4,4700
Asia,1972,292171650,7810771,106622,30143122,302157,1773474.2,4900
Asia,1973,281748480,8070999,111548,31385936,75100,1918706.9,5100
Asia,1974,307598940,8592553,117919,33230048,76000,2078207.1,5400
Asia,1975,302816350,8425951,130075,34708948,85000,2237322.2,5600
Asia,1976,324808060,9128658,136690,36106170,91200,2396910,5800
Asia,1977,315327330,9013621,140569,37873600,78800,2621387.8,5900
Asia,1978,337703840,9344256,145731,41063320,86500,2796653.8,6100
Asia,1979,353101020,9802251,151382,40038200,93000,2915589.5,6250
Asia,1980,341465600,10726476,152546,40730784,102000,3082166.2,6400
Asia,1981,360104900,11297525,146199,41379932,108186,3284422.8,6600
Asia,1982,372523780,11622587,156185,45187176,133770,3535332,6700
Asia,1983,383409900,13207943,122689,48091372,138775,3889608.5,7439
Asia,1984,414839200,13473378,131198,47902376,126780,4230317,7440
Asia,1985,427797340,14597741,135884,47418720,132245,4465894,7480
Asia,1986,429945180,15228378,39720,47382390,120014,4749962,7500
Asia,1987,429490530,15911408,44081,49589236,96000,5154107.5,7600
Asia,1988,421334180,16755706,48222,51639428,82500,5477807.5,7700
Asia,1989,444019040,17334854,47757,54815940,107000,5651338,7800
Asia,1990,469268200,18941956,48565,54908204,110865,6008918,7800
Asia,1991,477693380,18992824,58709,52220230,123179,6608921.5,7800
Asia,1992,475415230,19412866,57877,56284440,117053,7277921,7000
Asia,1993,482738720,20927218,56605,61559160,118344,7927468,6700
Asia,1994,485453900,23546260,60327,62479550,105153,8152246.5,6400
Asia,1995,491362460,24686300,67112,64181930,108900,8569172,5500
Asia,1996,499217730,24824506,68949,63525936,120894,9489501,5000
Asia,1997,521318460,28612648,71720,78992420,118320,10815227,4500
Asia,1998,527834530,30431760,75123,87612616,123090,12124674,3800
Asia,1999,531778620,32553638,81126,84445780,132800,12956910,2857
Asia,2000,555139100,35775130,86574,87247110,129400,13884564,3140
Asia,2001,545228860,40006000,92191,96517030,125700,14374506,2857
Asia,2002,546882100,40343830,106622,106284490,115000,15858604,757
Asia,2003,517314600,42995336,111548,108544250,105000,16438302,895
Asia,2004,532969900,49121492,117919,108552170,97835,17066378,3471
Asia,2005,547517200,51421044,130075,121491830,99000,18615080,3250
Asia,2006,574029700,52046024,136690,117895990,107000,19025698,3315
Asia,2007,580605600,57742320,140569,127082920,134000,20149836,3200
Asia,2008,596033300,59885576,145731,125539310,125726,21202224,3400
Asia,2009,621194940,62126904,151382,135502540,126807,21237114,3500
Asia,2010,614976830,66033050,152546,136582130,125000,22460584,3500
Asia,2011,627452860,68238380,146199,129758410,116000,23487230,3750
Asia,2012,650476600,72985570,156185,129577980,122600,25002256,5000
Asia,2013,657198800,77539544,122689,142308210,122100,26288486,6500
Asia,2014,661821000,84943096,131198,142455520,125000,27684844,6500
Asia,2015,658137000,87130710,135884,153996510,154965,28940968,8226.23
Asia,2016,659920500,94802070,128,167565540,166754,30319790,9419
Asia,2017,659753660,95764696,250,170295500,140000,32363232,9462
Asia,2018,673591400,98940690,300,176086260,164553,33662236,9661.25
Asia,2019,681251460,101689160,300,175191120,212619,34592980,9891.8
Asia,2020,678217100,102737256,300,177557540,229203,36003190,9883.86
Asia,2021,690560200,107036660,350,174594540,235500,37455616,9976.21
Asia (FAO),1961,708148400,109832680,400,182671180,264077,39511540,10084.27
Asia (FAO),1962,118000,110246450,500,187829840,240000,40851988,10322.04
Asia (FAO),1963,139000,111788230,400,187787020,268941,41712724,10127.51
Asia (FAO),1964,140000,115523770,300,189248320,275000,43423304,10177.94
Asia (FAO),1965,146000,119204600,300,197535980,269228,43100190,10209.16
Asia (FAO),1966,158000,142591,400,458028,310000,1211824,100
Asia (FAO),1967,187000,142591,300,534423,211000,1280995,100
Asia (FAO),1968,221000,131115,300,677295,246200,1367413,100
Asia (FAO),1969,228000,137995,260,571053,249900,1417043,100
Asia (FAO),1970,267000,149556,242,516173,280000,1520469,100
Asia (FAO),1971,250000,162270,267,649232,280000,1622047,120
Asia (FAO),1972,301000,175741,318,653287,290000,1779062,120
Asia (FAO),1973,248000,155770,319,668675,52990,1925565,120
Asia (FAO),1974,309000,156794,225,811294,51075,2087351,120
Asia (FAO),1975,409000,162912,190,761797,56538,2246669,130
Asia (FAO),1976,387000,178464,169,774304,56171,2406918,130
Asia (FAO),1977,417000,189985,231,821802,40513,2631853,130
Asia (FAO),1978,530000,172353,182,720704,42813,2806814,130
Asia (FAO),1979,489697,132736,146,649197,40272,2923616,150
Asia (FAO),1980,692151,165441,199,741946,43768,3089278,150
Asia (FAO),1981,613163,162151,185,696487,38634,3292043,150
Asia (FAO),1982,760000,178071,189,728487,53856,3543155,556
Asia (FAO),1983,857000,182454,198,772388,45828,3898041,600
Asia (FAO),1984,520000,172639,184,794745,51483,4240274,600
Asia (FAO),1985,634000,196922,128,857379,49259,4475891,600
Asia (FAO),1986,864000,216836,250,865836,51864,4760122,600
Asia (FAO),1987,687000,228390,300,918577,45172,5165386,600
Asia (FAO),1988,549000,224077,300,858483,45673,5490008,600
Asia (FAO),1989,761000,258281,300,1019840,46767,5663938,600
Asia (FAO),1990,805000,270475,350,992092,51148,6021468,600
Asia (FAO),1991,924000,249400,400,961057,48815,6623122,620
Asia (FAO),1992,787000,266019,500,1015200,39137,7291421,650
Asia (FAO),1993,1122000,282551,400,1081538,44486,7943568,655
Asia (FAO),1994,955000,318618,300,1048005,48733,8171947,700
Asia (FAO),1995,1082000,322060,300,1177877,56146,8589973,710
Asia (FAO),1996,1137000,364108,400,1136186,56556,9509101,0
Asia (FAO),1997,951200,330549,300,1150141,47780,10838227,0
Asia (FAO),1998,1388000,279762,300,1129211,50215,12149874,0
Asia (FAO),1999,1330900,327221,260,1184700,57344,12983510,0
Asia (FAO),2000,1389800,340033,242,1122420,51772,13912564,0
Asia (FAO),2001,1100700,370913,267,1308100,60973,14404306,0
Asia (FAO),2002,1643403,393117,318,1286130,57205,15890404,0
Asia (FAO),2003,1192202,380130,319,1371610,59494,16469302,0
Asia (FAO),2004,438111,394371,225,1326760,61725,17099528,0
Asia (FAO),2005,553114,413617,190,1199622,67032,18645992,0
Asia (FAO),2006,338885,556240,169,1302110,75603.29,19058068,0
Asia (FAO),2007,1002654,424950,231,1333158,74251.9,20183218,0
Asia (FAO),2008,162806,364368,182,1247268,74765.81,21234214,0
Asia (FAO),2009,17614,474220,146,1310385,63524.86,21268540,0
Asia (FAO),2010,60868,407867,199,1288269,70455.48,22493106,0
Asia (FAO),2011,196684,450459,185,1249605,35968.48,23513550,0
Asia (FAO),2012,723283,296035,189,1211988,48789.09,25030598,0
Asia (FAO),2013,918733,362286,198,1409195,53969.65,26317214,0
Asia (FAO),2014,1161115,440093,184,1178534,55665.49,27712020,0
Asia (FAO),2015,819276,471883,40,1278118,56336.43,28968584,0
Asia (FAO),2016,690390,301719,50,1128208,57611.15,30346740,0
Asia (FAO),2017,273942,371514,60,1288186,40215.34,32388380,0
Asia (FAO),2018,807304.44,455654,100,1273243,56792.23,33684056,0
